"Date","Aitkin","Anoka","Becker","Beltrami","Benton","Big Stone","Blue Earth","Brown","Carlton","Carver","Cass","Chippewa","Chisago","Clay","Clearwater","Cook","Cottonwood","Crow Wing","Dakota","Dodge","Douglas","Faribault","Fillmore","Freeborn","Goodhue","Grant","Hennepin","Houston","Hubbard","Isanti","Itasca","Jackson","Kanabec","Kandiyohi","Kittson","Koochiching","Lac qui Parle","Lake","Lake of the Woods","Le Sueur","Lincoln","Lyon","Mahnomen","Marshall","Martin","McLeod","Meeker","Mille Lacs","Morrison","Mower","Murray","Nicollet","Nobles","Norman","Olmsted","Otter Tail","Pennington","Pine","Pipestone","Polk","Pope","Ramsey","Red Lake","Redwood","Renville","Rice","Rock","Roseau","Scott","Sherburne","Sibley","St. Louis","Stearns","Steele","Stevens","Swift","Todd","Traverse","Wabasha","Wadena","Waseca","Washington","Watonwan","Wilkin","Winona","Wright","Yellow Medicine"
2020-07-06,15,2241,56,30,217,15,479,31,87,381,16,79,100,587,8,1,136,106,2382,87,65,56,30,292,131,12,12456,26,7,73,64,55,14,573,2,15,4,6,0,103,10,316,9,12,169,92,61,34,59,952,64,169,1669,20,1129,95,51,105,52,82,10,4911,3,18,35,844,31,16,734,317,54,180,2371,231,4,22,401,6,33,15,68,1114,234,21,125,475,30
2020-07-07,15,2266,57,34,220,15,494,34,87,395,16,79,102,591,9,1,136,108,2421,88,65,60,30,297,131,17,12597,27,8,75,64,55,15,578,2,18,4,6,0,108,10,327,10,12,171,92,61,34,61,960,65,173,1672,20,1147,100,52,107,59,82,12,4963,4,19,36,848,31,17,762,325,54,196,2414,237,5,22,401,5,33,15,71,1137,238,21,129,483,30
2020-07-08,15,2293,57,35,221,17,510,37,88,417,19,79,102,595,9,1,137,109,2479,92,66,60,30,298,132,17,12703,28,8,76,65,55,15,582,2,17,4,6,0,110,11,327,10,12,171,94,61,34,61,965,66,176,1672,21,1168,100,52,110,63,84,12,5013,4,20,36,859,31,17,783,327,55,198,2429,239,6,23,402,6,35,15,71,1163,240,21,131,492,30
2020-07-09,15,2328,57,41,228,17,535,39,89,433,19,79,103,598,10,1,138,108,2524,93,67,60,30,302,137,22,12867,29,8,78,68,57,16,584,2,17,4,6,0,117,11,331,10,12,171,96,62,34,61,972,67,187,1676,21,1196,102,53,111,66,86,12,5066,4,21,37,862,31,19,803,340,56,203,2448,240,8,25,402,6,34,16,73,1190,242,21,133,505,31
2020-07-10,15,2360,57,43,235,17,544,43,89,442,19,79,105,601,10,1,138,110,2570,97,69,61,31,309,138,24,13054,29,8,80,69,57,16,587,2,17,4,6,0,119,13,332,10,12,172,99,62,36,62,974,68,191,1676,21,1235,104,53,111,67,86,12,5127,4,21,37,873,31,21,823,344,57,218,2481,243,10,29,402,6,35,16,75,1228,245,21,136,516,31
2020-07-11,15,2393,62,47,236,17,563,44,90,469,19,80,107,612,12,1,142,113,2655,96,70,61,35,312,140,25,13328,32,10,81,71,57,17,590,2,21,5,6,0,125,17,333,10,13,175,100,62,39,64,982,73,203,1684,21,1259,111,53,112,69,88,13,5169,4,23,37,879,34,25,858,362,58,223,2496,245,11,33,402,6,38,17,77,1255,267,22,141,528,31
2020-07-12,16,2422,66,53,239,17,575,46,94,494,19,81,110,613,13,1,141,113,2713,97,73,62,36,313,142,32,13568,32,10,83,71,57,17,593,2,21,5,9,0,132,19,344,13,16,175,103,64,40,66,983,82,206,1688,21,1276,114,54,113,74,90,13,5256,4,25,37,884,34,28,881,369,58,235,2523,247,11,33,403,6,39,17,78,1283,271,22,144,539,31
2020-07-13,16,2458,68,55,242,18,586,49,94,500,20,81,111,620,15,1,142,115,2753,99,74,61,36,314,142,32,13697,32,10,83,76,58,18,595,2,22,5,9,0,136,25,351,13,16,175,103,66,41,69,987,83,207,1694,21,1302,115,54,115,86,90,13,5313,5,25,37,892,35,28,899,372,57,238,2536,250,11,35,404,7,43,18,80,1306,272,22,150,547,31
2020-07-14,17,2477,69,58,243,18,600,51,96,509,21,82,112,627,14,1,142,116,2781,100,75,64,38,316,142,31,13790,32,11,84,76,58,18,595,2,24,6,9,0,142,32,359,13,16,176,102,66,40,70,990,85,212,1697,21,1319,121,54,114,90,89,14,5357,5,25,37,895,35,30,923,371,58,241,2549,266,11,35,404,8,44,18,80,1324,272,23,153,555,32
2020-07-15,17,2510,69,62,250,18,629,53,96,518,22,84,113,632,14,1,144,119,2852,105,83,64,38,316,146,31,13948,32,12,86,79,59,18,600,2,26,6,10,0,142,33,364,13,17,180,102,67,41,70,994,86,215,1698,21,1336,123,55,115,97,90,19,5397,5,25,37,898,35,29,953,375,59,249,2575,266,11,39,405,8,46,18,82,1344,273,23,156,564,34
2020-07-16,18,2534,71,71,255,18,639,53,96,533,26,83,114,638,14,1,146,122,2912,107,91,67,40,317,146,32,14125,33,12,87,86,60,18,601,2,29,6,12,0,144,37,369,15,17,179,104,68,41,70,996,89,219,1698,22,1353,123,55,115,103,91,19,5470,5,26,37,905,36,30,965,400,62,254,2596,274,13,40,405,8,49,18,83,1369,272,23,163,576,35
2020-07-17,18,2572,77,83,256,18,653,54,98,545,28,84,119,650,15,1,146,127,2952,111,94,69,43,322,146,32,14348,33,12,90,91,61,19,610,2,31,6,12,0,148,38,371,16,20,181,107,69,42,70,999,91,218,1702,22,1379,130,58,115,108,93,24,5534,5,26,42,910,37,31,977,406,63,268,2615,273,13,43,405,9,50,18,86,1402,276,23,167,585,35
2020-07-18,18,2604,78,91,263,19,658,56,99,549,29,84,121,658,14,1,146,128,2979,111,99,70,44,323,147,33,14495,33,12,93,96,61,19,610,2,31,6,12,0,150,40,376,16,20,181,111,69,44,72,1002,93,220,1704,22,1388,130,58,115,110,94,24,5585,5,26,44,912,40,30,986,413,64,278,2631,276,13,43,406,9,50,18,87,1422,275,23,181,598,35
2020-07-19,19,2667,80,100,266,19,669,55,102,559,33,86,124,668,14,1,147,128,3046,112,100,70,45,325,147,33,14734,33,12,93,98,61,19,611,2,36,6,12,0,153,47,377,17,21,184,111,72,45,73,1006,94,225,1706,22,1400,130,60,117,111,95,24,5687,5,27,44,915,42,31,1010,423,66,285,2643,279,13,46,406,9,56,19,89,1458,278,23,186,614,35
2020-07-20,19,2678,80,101,269,19,679,56,103,568,32,86,126,669,14,1,148,128,3059,112,101,70,45,327,148,33,14835,33,12,93,96,60,19,613,2,37,6,12,0,153,47,378,18,22,186,111,72,45,73,1008,96,226,1706,22,1403,130,59,117,113,95,24,5719,5,27,44,915,42,32,1022,429,66,284,2643,278,13,46,404,9,55,19,92,1465,279,23,186,623,35
